BFS Gde-nummer,Kanton,Gemeindename,Name_clean,Wohnpreis (aktuell)    ,Wohnpreis (vgl. Region),Wohnpreis (Entwicklung),Baulandpreis (aktuell) ,Baulandpreis (Entw.)   ,Bevölkerung (Prognose) ,Alterung (Prognose)    ,Beschäftigte (Prognose),Erreichbarkeit ÖV      ,Erreichbarkeit MIV     ,Steuern_DINKs          ,Gemeinde,Innenentwicklungspotenzial
3341,SG,Gommiswald,Gommiswald,245,0.8876811594202898,1.1238532110091743,610,1.22,117.73347324239245,1.115611941649444,0.8753738783649054,244449,2531668,0.15201736111111114,Gommiswald,0.0
3443,SG,Gossau (SG),Gossau_SG,214,0.9727272727272728,1.0918367346938775,560,0.7777777777777778,112.89647399774593,1.1151693068949644,1.0292381974248928,627339,2028662,0.15954652777777778,Gossau (SG),0.8
4651,TG,Gottlieben,Gottlieben,264,1.1139240506329113,1.056,750,1.5957446808510638,118.12865497076024,0.8983622122003321,0.8103448275862069,129935,1817336,0.14404548611111112,Gottlieben,0.0
3273,SG,Grabs,Grabs,229,1.0177777777777777,1.1116504854368932,650,0.8333333333333334,126.88301282051282,0.9803939565119799,1.0411048997040449,162997,774143,0.15027708333333334,Grabs,0.27
4656,TG,Güttingen,Guttingen,231,0.9746835443037974,1.1379310344827587,280,1.037037037037037,119.31232091690545,1.072347175761327,0.9471999999999999,144904,1011680,0.15019027777777777,Güttingen,0.2
4486,TG,Hauptwil-Gottshaus,Hauptwil_Gottshaus,200,0.9345794392523364,1.0204081632653061,100,0.8333333333333334,94.61134954697187,1.359105098918448,0.8527999999999999,307294,1865062,0.1516111111111111,Hauptwil-Gottshaus,0.09
4416,TG,Hefenhofen,Hefenhofen,187,0.8738317757009346,1.1,100,0.8333333333333334,121.61339421613394,1.1368343832601684,1.0354107648725213,300615,953340,0.158228125,Hefenhofen,0.54
4811,TG,Herdern,Herdern,249,1.0969162995594715,1.1422018348623852,420,1.05,109.99174236168456,1.186436633391879,0.833810888252149,255266,2110336,0.15208333333333332,Herdern,0.0
4495,TG,Hohentannen,Hohentannen,215,1.0046728971962617,1.0093896713615023,120,1.2,101.79372197309416,1.3010016516596516,0.8760330578512396,160956,1601015,0.14924618055555555,Hohentannen,0.0
4816,TG,Homburg,Homburg,224,0.986784140969163,1.0467289719626167,130,1.0833333333333333,106.59062103929024,1.1272999480208021,0.8693045563549161,325248,2056257,0.15680972222222223,Homburg,0.0
4421,TG,Horn,Horn,237,1.0772727272727274,1.021551724137931,970,1.2435897435897436,147.53577106518284,0.9291946709555131,1.1609561752988047,240815,954192,0.1298638888888889,Horn,0.37
3201,SG,Häggenschwil,Haggenschwil,196,0.8909090909090909,1.0208333333333333,200,0.6451612903225806,102.0336605890603,1.3355519568151146,0.8483870967741935,270576,1015548,0.15896770833333335,Häggenschwil,0.0
4590,TG,Hüttlingen,Huttlingen,219,0.9647577092511013,1.123076923076923,120,0.9230769230769231,112.43001119820829,1.2241500861663794,0.8906250000000001,879567,2445219,0.15633611111111112,Hüttlingen,0.0
4821,TG,Hüttwilen,Huttwilen,223,0.9823788546255506,1.061904761904762,280,0.6363636363636364,103.2741398446171,1.2283431632097335,0.8719275549805952,303635,2351847,0.14782777777777778,Hüttwilen,0.0
3405,SG,Jonschwil,Jonschwil,204,0.9147982062780269,1.068062827225131,240,0.6486486486486487,93.5120240480962,1.238307247801014,1.0696296296296295,427936,2455300,0.1601284722222222,Jonschwil,0.02
3313,SG,Kaltbrunn,Kaltbrunn,219,0.7934782608695652,1.042857142857143,530,1.0,102.52990782506375,1.3086569239602226,0.8996197718631179,329830,2572189,0.15375555555555556,Kaltbrunn,0.32
4666,TG,Kemmental,Kemmental,217,0.9156118143459916,1.0585365853658537,310,1.0333333333333334,146.50585313941113,1.1356173000477616,0.9159347553324968,207402,1924478,0.15444722222222224,Kemmental,0.0
4426,TG,Kesswil,Kesswil,244,1.1401869158878504,1.1730769230769231,290,1.0,99.0049751243781,0.9780519853816778,0.9976525821596244,262197,934289,0.14357083333333331,Kesswil,0.15
3392,SG,Kirchberg (SG),Kirchberg_SG,202,0.905829596412556,1.01,280,1.1666666666666667,108.07884792156062,1.2225033557542646,1.0037252619324797,580474,2548879,0.16186319444444444,Kirchberg (SG),0.07
4501,TG,Kradolf-Schönenberg,Kradolf_Schonenberg,202,0.8898678414096917,1.0802139037433156,170,1.1333333333333333,118.63291139240506,1.2504043427673976,0.9090909090909091,486405,1749165,0.15302951388888889,Kradolf-Schönenberg,0.01
4671,TG,Kreuzlingen,Kreuzlingen,245,1.0337552742616034,1.1187214611872147,1040,0.9541284403669725,103.37492070205117,1.094077013812747,1.1375641123784734,481826,1975108,0.1454652777777778,Kreuzlingen,1.2
4681,TG,Langrickenbach,Langrickenbach,212,0.8945147679324894,1.1397849462365592,240,1.1428571428571428,145.01672240802677,1.1553402393284515,0.8871794871794872,108244,1688625,0.153503125,Langrickenbach,0.0
4683,TG,Lengwil,Lengwil,215,0.9071729957805907,1.0336538461538463,410,0.5540540540540541,129.0106204583566,1.1448155976286953,1.0947976878612717,202735,1826972,0.145934375,Lengwil,0.49
3374,SG,Lichtensteig,Lichtensteig,191,0.9502487562189055,1.1040462427745665,100,1.0,101.63475011676786,1.2991231612466296,0.7109374999999999,399016,2428990,0.1670767361111111,Lichtensteig,0.18
4741,TG,Lommis,Lommis,224,1.0044843049327354,1.2375690607734806,110,1.1,111.74652241112828,1.1978632052432794,0.8692810457516341,117798,2526885,0.14924618055555555,Lommis,0.0
